Year,Month,Value,Model,Scenario
2038,3,14.069,HadGEM3-GC31-LL,ssp245
2038,9,0.31,HadGEM3-GC31-LL,ssp245
2039,3,13.818,HadGEM3-GC31-LL,ssp245
2039,9,1.384,HadGEM3-GC31-LL,ssp245
2040,3,13.829,HadGEM3-GC31-LL,ssp245
2040,9,0.083,HadGEM3-GC31-LL,ssp245
2041,3,13.597,HadGEM3-GC31-LL,ssp245
2041,9,0.045,HadGEM3-GC31-LL,ssp245
2042,3,13.474,HadGEM3-GC31-LL,ssp245
2042,9,0.118,HadGEM3-GC31-LL,ssp245
2043,3,13.685,HadGEM3-GC31-LL,ssp245
2043,9,0.138,HadGEM3-GC31-LL,ssp245
2044,3,13.746,HadGEM3-GC31-LL,ssp245
2044,9,0.185,HadGEM3-GC31-LL,ssp245
2045,3,13.364,HadGEM3-GC31-LL,ssp245
2045,9,0.119,HadGEM3-GC31-LL,ssp245
2046,3,13.745,HadGEM3-GC31-LL,ssp245
2046,9,0.234,HadGEM3-GC31-LL,ssp245
2047,3,13.622,HadGEM3-GC31-LL,ssp245
2047,9,0.305,HadGEM3-GC31-LL,ssp245
2048,3,13.228,HadGEM3-GC31-LL,ssp245
2048,9,0.473,HadGEM3-GC31-LL,ssp245
2049,3,13.704,HadGEM3-GC31-LL,ssp245
2049,9,0.067,HadGEM3-GC31-LL,ssp245
2050,3,13.45,HadGEM3-GC31-LL,ssp245
2050,9,0.045,HadGEM3-GC31-LL,ssp245
2051,3,13.271,HadGEM3-GC31-LL,ssp245
2051,9,0.082,HadGEM3-GC31-LL,ssp245
2052,3,13.779,HadGEM3-GC31-LL,ssp245
2052,9,0.076,HadGEM3-GC31-LL,ssp245
2053,3,13.154,HadGEM3-GC31-LL,ssp245
2053,9,0.203,HadGEM3-GC31-LL,ssp245
2054,3,13.275,HadGEM3-GC31-LL,ssp245
2054,9,0.283,HadGEM3-GC31-LL,ssp245
2055,3,12.976,HadGEM3-GC31-LL,ssp245
2055,9,0.016,HadGEM3-GC31-LL,ssp245
2056,3,13.687,HadGEM3-GC31-LL,ssp245
2056,9,0.014,HadGEM3-GC31-LL,ssp245
2057,3,13.257,HadGEM3-GC31-LL,ssp245
2057,9,0.067,HadGEM3-GC31-LL,ssp245
2058,3,13.05,HadGEM3-GC31-LL,ssp245
2058,9,0.009,HadGEM3-GC31-LL,ssp245
2059,3,12.796,HadGEM3-GC31-LL,ssp245
2059,9,0.133,HadGEM3-GC31-LL,ssp245
2060,3,12.86,HadGEM3-GC31-LL,ssp245
2060,9,0.024,HadGEM3-GC31-LL,ssp245
2061,3,12.812,HadGEM3-GC31-LL,ssp245
2061,9,0.091,HadGEM3-GC31-LL,ssp245
2062,3,12.577,HadGEM3-GC31-LL,ssp245
2062,9,0.098,HadGEM3-GC31-LL,ssp245
2063,3,12.332,HadGEM3-GC31-LL,ssp245
2063,9,0.079,HadGEM3-GC31-LL,ssp245
2064,3,12.543,HadGEM3-GC31-LL,ssp245
2064,9,0.017,HadGEM3-GC31-LL,ssp245
2065,3,12.221,HadGEM3-GC31-LL,ssp245
2065,9,0.013,HadGEM3-GC31-LL,ssp245
2066,3,11.488,HadGEM3-GC31-LL,ssp245
2066,9,0.011,HadGEM3-GC31-LL,ssp245
2067,3,11.501,HadGEM3-GC31-LL,ssp245
2067,9,0.016,HadGEM3-GC31-LL,ssp245
2068,3,11.944,HadGEM3-GC31-LL,ssp245
2068,9,0.008,HadGEM3-GC31-LL,ssp245
2069,3,11.671,HadGEM3-GC31-LL,ssp245
2069,9,0.002,HadGEM3-GC31-LL,ssp245
2070,3,12.203,HadGEM3-GC31-LL,ssp245
2070,9,0.023,HadGEM3-GC31-LL,ssp245
2071,3,12.262,HadGEM3-GC31-LL,ssp245
2071,9,0.022,HadGEM3-GC31-LL,ssp245
2072,3,12.087,HadGEM3-GC31-LL,ssp245
2072,9,0.026,HadGEM3-GC31-LL,ssp245
2073,3,12.219,HadGEM3-GC31-LL,ssp245
2073,9,0.014,HadGEM3-GC31-LL,ssp245
2074,3,12.13,HadGEM3-GC31-LL,ssp245
2074,9,0,HadGEM3-GC31-LL,ssp245
2075,3,12.055,HadGEM3-GC31-LL,ssp245
2075,9,0.04,HadGEM3-GC31-LL,ssp245
2076,3,11.719,HadGEM3-GC31-LL,ssp245
2076,9,0.016,HadGEM3-GC31-LL,ssp245
2077,3,11.687,HadGEM3-GC31-LL,ssp245
2077,9,0.005,HadGEM3-GC31-LL,ssp245
2078,3,11.782,HadGEM3-GC31-LL,ssp245
2078,9,0.032,HadGEM3-GC31-LL,ssp245
2079,3,11.534,HadGEM3-GC31-LL,ssp245
2079,9,0,HadGEM3-GC31-LL,ssp245
2080,3,11.717,HadGEM3-GC31-LL,ssp245
2080,9,0.04,HadGEM3-GC31-LL,ssp245
2081,3,11.253,HadGEM3-GC31-LL,ssp245
2081,9,0.049,HadGEM3-GC31-LL,ssp245
2082,3,11.216,HadGEM3-GC31-LL,ssp245
2082,9,0.009,HadGEM3-GC31-LL,ssp245
2083,3,11.696,HadGEM3-GC31-LL,ssp245
2083,9,0.005,HadGEM3-GC31-LL,ssp245
2084,3,11.606,HadGEM3-GC31-LL,ssp245
2084,9,0.009,HadGEM3-GC31-LL,ssp245
2085,3,11.617,HadGEM3-GC31-LL,ssp245
2085,9,0,HadGEM3-GC31-LL,ssp245
2086,3,11.852,HadGEM3-GC31-LL,ssp245
2086,9,0.021,HadGEM3-GC31-LL,ssp245
2087,3,11.342,HadGEM3-GC31-LL,ssp245
2087,9,0.001,HadGEM3-GC31-LL,ssp245
2088,3,11.275,HadGEM3-GC31-LL,ssp245
2088,9,0.008,HadGEM3-GC31-LL,ssp245
2089,3,11.269,HadGEM3-GC31-LL,ssp245
2089,9,0.009,HadGEM3-GC31-LL,ssp245
2090,3,11.213,HadGEM3-GC31-LL,ssp245
2090,9,0,HadGEM3-GC31-LL,ssp245
2091,3,11.091,HadGEM3-GC31-LL,ssp245
2091,9,0.005,HadGEM3-GC31-LL,ssp245
2092,3,11.043,HadGEM3-GC31-LL,ssp245
2092,9,0.007,HadGEM3-GC31-LL,ssp245
2093,3,10.769,HadGEM3-GC31-LL,ssp245
2093,9,0,HadGEM3-GC31-LL,ssp245
2094,3,10.851,HadGEM3-GC31-LL,ssp245
2094,9,0.002,HadGEM3-GC31-LL,ssp245
2095,3,10.757,HadGEM3-GC31-LL,ssp245
2095,9,0,HadGEM3-GC31-LL,ssp245
2096,3,10.74,HadGEM3-GC31-LL,ssp245
2096,9,0,HadGEM3-GC31-LL,ssp245
2097,3,10.916,HadGEM3-GC31-LL,ssp245
2097,9,0.004,HadGEM3-GC31-LL,ssp245
2098,3,10.569,HadGEM3-GC31-LL,ssp245
2098,9,0,HadGEM3-GC31-LL,ssp245
2099,3,10.495,HadGEM3-GC31-LL,ssp245
2099,9,0,HadGEM3-GC31-LL,ssp245
2100,3,10.68,HadGEM3-GC31-LL,ssp245
2100,9,0,HadGEM3-GC31-LL,ssp245
1979,3,16.507,HadGEM3-GC31-LL,ssp585
1979,9,8.71,HadGEM3-GC31-LL,ssp585
1980,3,16.724,HadGEM3-GC31-LL,ssp585
1980,9,8.613,HadGEM3-GC31-LL,ssp585
1981,3,17.194,HadGEM3-GC31-LL,ssp585
1981,9,8.391,HadGEM3-GC31-LL,ssp585
1982,3,17.391,HadGEM3-GC31-LL,ssp585
1982,9,8.571,HadGEM3-GC31-LL,ssp585
1983,3,17.518,HadGEM3-GC31-LL,ssp585
1983,9,9.292,HadGEM3-GC31-LL,ssp585
1984,3,17.928,HadGEM3-GC31-LL,ssp585
1984,9,8.197,HadGEM3-GC31-LL,ssp585
1985,3,17.587,HadGEM3-GC31-LL,ssp585
1985,9,8.312,HadGEM3-GC31-LL,ssp585
1986,3,17.366,HadGEM3-GC31-LL,ssp585
1986,9,8.351,HadGEM3-GC31-LL,ssp585
1987,3,17.39,HadGEM3-GC31-LL,ssp585
1987,9,8.084,HadGEM3-GC31-LL,ssp585
1988,3,16.847,HadGEM3-GC31-LL,ssp585
1988,9,7.631,HadGEM3-GC31-LL,ssp585
1989,3,16.524,HadGEM3-GC31-LL,ssp585
1989,9,7.646,HadGEM3-GC31-LL,ssp585
1990,3,16.397,HadGEM3-GC31-LL,ssp585
1990,9,7.239,HadGEM3-GC31-LL,ssp585
1991,3,16.254,HadGEM3-GC31-LL,ssp585
1991,9,7.592,HadGEM3-GC31-LL,ssp585
1992,3,16.117,HadGEM3-GC31-LL,ssp585
1992,9,7.55,HadGEM3-GC31-LL,ssp585
1993,3,15.949,HadGEM3-GC31-LL,ssp585
1993,9,7.981,HadGEM3-GC31-LL,ssp585
1994,3,16.537,HadGEM3-GC31-LL,ssp585
1994,9,8.406,HadGEM3-GC31-LL,ssp585
1995,3,16.69,HadGEM3-GC31-LL,ssp585
1995,9,8.166,HadGEM3-GC31-LL,ssp585
1996,3,16.655,HadGEM3-GC31-LL,ssp585
1996,9,7.908,HadGEM3-GC31-LL,ssp585
1997,3,17.013,HadGEM3-GC31-LL,ssp585
1997,9,7.476,HadGEM3-GC31-LL,ssp585
1998,3,16.903,HadGEM3-GC31-LL,ssp585
1998,9,7.641,HadGEM3-GC31-LL,ssp585
1999,3,16.957,HadGEM3-GC31-LL,ssp585
1999,9,7.293,HadGEM3-GC31-LL,ssp585
2000,3,17.058,HadGEM3-GC31-LL,ssp585
2000,9,7.316,HadGEM3-GC31-LL,ssp585
2001,3,16.69,HadGEM3-GC31-LL,ssp585
2001,9,6.718,HadGEM3-GC31-LL,ssp585
2002,3,16.347,HadGEM3-GC31-LL,ssp585
2002,9,6.655,HadGEM3-GC31-LL,ssp585
2003,3,15.684,HadGEM3-GC31-LL,ssp585
2003,9,6.295,HadGEM3-GC31-LL,ssp585
2004,3,16.29,HadGEM3-GC31-LL,ssp585
2004,9,6.268,HadGEM3-GC31-LL,ssp585
2005,3,16.372,HadGEM3-GC31-LL,ssp585
2005,9,6.517,HadGEM3-GC31-LL,ssp585
2006,3,15.632,HadGEM3-GC31-LL,ssp585
2006,9,6.225,HadGEM3-GC31-LL,ssp585
2007,3,15.746,HadGEM3-GC31-LL,ssp585
2007,9,5.419,HadGEM3-GC31-LL,ssp585
2008,3,15.041,HadGEM3-GC31-LL,ssp585
2008,9,6.038,HadGEM3-GC31-LL,ssp585
2009,3,15.683,HadGEM3-GC31-LL,ssp585
2009,9,5.986,HadGEM3-GC31-LL,ssp585
2010,3,15.645,HadGEM3-GC31-LL,ssp585
2010,9,6.458,HadGEM3-GC31-LL,ssp585
2011,3,15.997,HadGEM3-GC31-LL,ssp585
2011,9,5.398,HadGEM3-GC31-LL,ssp585
2012,3,15.776,HadGEM3-GC31-LL,ssp585
2012,9,6.221,HadGEM3-GC31-LL,ssp585
2013,3,16.022,HadGEM3-GC31-LL,ssp585
2013,9,5.534,HadGEM3-GC31-LL,ssp585
2014,3,15.549,HadGEM3-GC31-LL,ssp585
2014,9,6.518,HadGEM3-GC31-LL,ssp585
2015,3,15.398,HadGEM3-GC31-LL,ssp585
2015,9,5.897,HadGEM3-GC31-LL,ssp585
2016,3,15.474,HadGEM3-GC31-LL,ssp585
2016,9,5.044,HadGEM3-GC31-LL,ssp585
2017,3,15.177,HadGEM3-GC31-LL,ssp585
2017,9,4.118,HadGEM3-GC31-LL,ssp585
2018,3,14.938,HadGEM3-GC31-LL,ssp585
2018,9,3.922,HadGEM3-GC31-LL,ssp585
2019,3,14.83,HadGEM3-GC31-LL,ssp585
2019,9,4.209,HadGEM3-GC31-LL,ssp585
2020,3,14.48,HadGEM3-GC31-LL,ssp585
2020,9,3.224,HadGEM3-GC31-LL,ssp585
2021,3,14.557,HadGEM3-GC31-LL,ssp585
2021,9,3.528,HadGEM3-GC31-LL,ssp585
2022,3,15.247,HadGEM3-GC31-LL,ssp585
2022,9,4.039,HadGEM3-GC31-LL,ssp585
2023,3,14.798,HadGEM3-GC31-LL,ssp585
2023,9,3.84,HadGEM3-GC31-LL,ssp585
2024,3,14.738,HadGEM3-GC31-LL,ssp585
2024,9,2.833,HadGEM3-GC31-LL,ssp585
2025,3,14.406,HadGEM3-GC31-LL,ssp585
2025,9,0.402,HadGEM3-GC31-LL,ssp585
2026,3,14.707,HadGEM3-GC31-LL,ssp585
2026,9,0.97,HadGEM3-GC31-LL,ssp585
2027,3,14.484,HadGEM3-GC31-LL,ssp585
2027,9,0.894,HadGEM3-GC31-LL,ssp585
2028,3,14.207,HadGEM3-GC31-LL,ssp585
2028,9,1.067,HadGEM3-GC31-LL,ssp585
2029,3,14.406,HadGEM3-GC31-LL,ssp585
2029,9,0.218,HadGEM3-GC31-LL,ssp585
2030,3,13.918,HadGEM3-GC31-LL,ssp585
2030,9,1.842,HadGEM3-GC31-LL,ssp585
2031,3,14.11,HadGEM3-GC31-LL,ssp585
2031,9,1.147,HadGEM3-GC31-LL,ssp585
2032,3,14.223,HadGEM3-GC31-LL,ssp585
2032,9,0.584,HadGEM3-GC31-LL,ssp585
2033,3,14.081,HadGEM3-GC31-LL,ssp585
2033,9,0.739,HadGEM3-GC31-LL,ssp585
2034,3,13.859,HadGEM3-GC31-LL,ssp585
2034,9,0.618,HadGEM3-GC31-LL,ssp585
2035,3,14.275,HadGEM3-GC31-LL,ssp585
2035,9,0.223,HadGEM3-GC31-LL,ssp585
2036,3,13.999,HadGEM3-GC31-LL,ssp585
2036,9,0.101,HadGEM3-GC31-LL,ssp585
2037,3,14.274,HadGEM3-GC31-LL,ssp585
2037,9,0.149,HadGEM3-GC31-LL,ssp585
2038,3,13.873,HadGEM3-GC31-LL,ssp585
2038,9,0.171,HadGEM3-GC31-LL,ssp585
2039,3,13.472,HadGEM3-GC31-LL,ssp585
2039,9,0.097,HadGEM3-GC31-LL,ssp585
2040,3,13.25,HadGEM3-GC31-LL,ssp585
2040,9,0.339,HadGEM3-GC31-LL,ssp585
2041,3,13.452,HadGEM3-GC31-LL,ssp585
2041,9,0.272,HadGEM3-GC31-LL,ssp585
2042,3,13.399,HadGEM3-GC31-LL,ssp585
2042,9,0.09,HadGEM3-GC31-LL,ssp585
2043,3,13.283,HadGEM3-GC31-LL,ssp585
2043,9,0.052,HadGEM3-GC31-LL,ssp585
2044,3,13.45,HadGEM3-GC31-LL,ssp585
2044,9,0.297,HadGEM3-GC31-LL,ssp585
2045,3,13.227,HadGEM3-GC31-LL,ssp585
2045,9,0.113,HadGEM3-GC31-LL,ssp585
2046,3,13.562,HadGEM3-GC31-LL,ssp585
2046,9,0.036,HadGEM3-GC31-LL,ssp585
2047,3,13.495,HadGEM3-GC31-LL,ssp585
2047,9,0.011,HadGEM3-GC31-LL,ssp585
2048,3,13.361,HadGEM3-GC31-LL,ssp585
2048,9,0.006,HadGEM3-GC31-LL,ssp585
2049,3,12.914,HadGEM3-GC31-LL,ssp585
2049,9,0.046,HadGEM3-GC31-LL,ssp585
2050,3,13.008,HadGEM3-GC31-LL,ssp585
2050,9,0.039,HadGEM3-GC31-LL,ssp585
2051,3,12.837,HadGEM3-GC31-LL,ssp585
2051,9,0.029,HadGEM3-GC31-LL,ssp585
2052,3,12.475,HadGEM3-GC31-LL,ssp585
2052,9,0.006,HadGEM3-GC31-LL,ssp585
2053,3,12.327,HadGEM3-GC31-LL,ssp585
2053,9,0.016,HadGEM3-GC31-LL,ssp585
2054,3,12.703,HadGEM3-GC31-LL,ssp585
2054,9,0.022,HadGEM3-GC31-LL,ssp585
2055,3,13.171,HadGEM3-GC31-LL,ssp585
2055,9,0.02,HadGEM3-GC31-LL,ssp585
2056,3,12.785,HadGEM3-GC31-LL,ssp585
2056,9,0.002,HadGEM3-GC31-LL,ssp585
2057,3,12.307,HadGEM3-GC31-LL,ssp585
2057,9,0.015,HadGEM3-GC31-LL,ssp585
2058,3,12.339,HadGEM3-GC31-LL,ssp585
2058,9,0.028,HadGEM3-GC31-LL,ssp585
2059,3,12.444,HadGEM3-GC31-LL,ssp585
2059,9,0.005,HadGEM3-GC31-LL,ssp585
2060,3,12.234,HadGEM3-GC31-LL,ssp585
2060,9,0.004,HadGEM3-GC31-LL,ssp585
2061,3,12.143,HadGEM3-GC31-LL,ssp585
2061,9,0,HadGEM3-GC31-LL,ssp585
2062,3,11.877,HadGEM3-GC31-LL,ssp585
2062,9,0.02,HadGEM3-GC31-LL,ssp585
2063,3,11.371,HadGEM3-GC31-LL,ssp585
2063,9,0.004,HadGEM3-GC31-LL,ssp585
2064,3,11.599,HadGEM3-GC31-LL,ssp585
2064,9,0,HadGEM3-GC31-LL,ssp585
2065,3,11.396,HadGEM3-GC31-LL,ssp585
2065,9,0,HadGEM3-GC31-LL,ssp585
2066,3,11.312,HadGEM3-GC31-LL,ssp585
2066,9,0,HadGEM3-GC31-LL,ssp585
2067,3,10.614,HadGEM3-GC31-LL,ssp585
2067,9,0,HadGEM3-GC31-LL,ssp585
2068,3,10.513,HadGEM3-GC31-LL,ssp585
2068,9,0.004,HadGEM3-GC31-LL,ssp585
2069,3,10.681,HadGEM3-GC31-LL,ssp585
2069,9,0,HadGEM3-GC31-LL,ssp585
2070,3,9.674,HadGEM3-GC31-LL,ssp585
2070,9,0,HadGEM3-GC31-LL,ssp585
2071,3,10.477,HadGEM3-GC31-LL,ssp585
2071,9,0,HadGEM3-GC31-LL,ssp585
2072,3,10.651,HadGEM3-GC31-LL,ssp585
2072,9,0,HadGEM3-GC31-LL,ssp585
2073,3,10.703,HadGEM3-GC31-LL,ssp585
2073,9,0.003,HadGEM3-GC31-LL,ssp585
2074,3,10.587,HadGEM3-GC31-LL,ssp585
2074,9,0,HadGEM3-GC31-LL,ssp585
2075,3,9.98,HadGEM3-GC31-LL,ssp585
2075,9,0,HadGEM3-GC31-LL,ssp585
2076,3,10.059,HadGEM3-GC31-LL,ssp585
2076,9,0,HadGEM3-GC31-LL,ssp585
2077,3,10.215,HadGEM3-GC31-LL,ssp585
2077,9,0,HadGEM3-GC31-LL,ssp585
2078,3,9.49,HadGEM3-GC31-LL,ssp585
2078,9,0,HadGEM3-GC31-LL,ssp585
2079,3,9.822,HadGEM3-GC31-LL,ssp585
2079,9,0,HadGEM3-GC31-LL,ssp585
2080,3,9.438,HadGEM3-GC31-LL,ssp585
2080,9,0,HadGEM3-GC31-LL,ssp585
2081,3,9.023,HadGEM3-GC31-LL,ssp585
2081,9,0,HadGEM3-GC31-LL,ssp585
2082,3,8.757,HadGEM3-GC31-LL,ssp585
2082,9,0,HadGEM3-GC31-LL,ssp585
2083,3,8.739,HadGEM3-GC31-LL,ssp585
2083,9,0,HadGEM3-GC31-LL,ssp585
2084,3,7.809,HadGEM3-GC31-LL,ssp585
2084,9,0,HadGEM3-GC31-LL,ssp585
2085,3,5.934,HadGEM3-GC31-LL,ssp585
2085,9,0,HadGEM3-GC31-LL,ssp585
2086,3,5.067,HadGEM3-GC31-LL,ssp585
2086,9,0,HadGEM3-GC31-LL,ssp585
2087,3,5.068,HadGEM3-GC31-LL,ssp585
2087,9,0,HadGEM3-GC31-LL,ssp585
2088,3,5.302,HadGEM3-GC31-LL,ssp585
2088,9,0,HadGEM3-GC31-LL,ssp585
2089,3,5.098,HadGEM3-GC31-LL,ssp585
2089,9,0,HadGEM3-GC31-LL,ssp585
2090,3,4.769,HadGEM3-GC31-LL,ssp585
2090,9,0,HadGEM3-GC31-LL,ssp585
2091,3,4.513,HadGEM3-GC31-LL,ssp585
2091,9,0,HadGEM3-GC31-LL,ssp585
2092,3,3.693,HadGEM3-GC31-LL,ssp585
2092,9,0,HadGEM3-GC31-LL,ssp585
2093,3,3.896,HadGEM3-GC31-LL,ssp585
2093,9,0,HadGEM3-GC31-LL,ssp585
2094,3,3.534,HadGEM3-GC31-LL,ssp585
2094,9,0,HadGEM3-GC31-LL,ssp585
2095,3,4.043,HadGEM3-GC31-LL,ssp585
2095,9,0,HadGEM3-GC31-LL,ssp585
2096,3,3.863,HadGEM3-GC31-LL,ssp585
2096,9,0,HadGEM3-GC31-LL,ssp585
2097,3,3.737,HadGEM3-GC31-LL,ssp585
2097,9,0,HadGEM3-GC31-LL,ssp585
2098,3,2.785,HadGEM3-GC31-LL,ssp585
2098,9,0,HadGEM3-GC31-LL,ssp585
2099,3,2.682,HadGEM3-GC31-LL,ssp585
2099,9,0,HadGEM3-GC31-LL,ssp585
2100,3,2.852,HadGEM3-GC31-LL,ssp585
2100,9,0,HadGEM3-GC31-LL,ssp585
1979,3,15.402,HadGEM3-GC31-MM,ssp585
1979,9,7.028,HadGEM3-GC31-MM,ssp585
1980,3,15.411,HadGEM3-GC31-MM,ssp585
1980,9,7.44,HadGEM3-GC31-MM,ssp585
1981,3,15.505,HadGEM3-GC31-MM,ssp585
1981,9,7.639,HadGEM3-GC31-MM,ssp585
1982,3,15.629,HadGEM3-GC31-MM,ssp585
1982,9,7.15,HadGEM3-GC31-MM,ssp585
1983,3,15.74,HadGEM3-GC31-MM,ssp585
1983,9,7.708,HadGEM3-GC31-MM,ssp585
1984,3,15.919,HadGEM3-GC31-MM,ssp585
1984,9,7.855,HadGEM3-GC31-MM,ssp585
1985,3,16.2,HadGEM3-GC31-MM,ssp585
1985,9,7.729,HadGEM3-GC31-MM,ssp585
1986,3,15.908,HadGEM3-GC31-MM,ssp585
1986,9,7.924,HadGEM3-GC31-MM,ssp585
1987,3,16.031,HadGEM3-GC31-MM,ssp585
1987,9,7.506,HadGEM3-GC31-MM,ssp585
1988,3,16.481,HadGEM3-GC31-MM,ssp585
1988,9,8.095,HadGEM3-GC31-MM,ssp585
1989,3,16.086,HadGEM3-GC31-MM,ssp585
1989,9,7.805,HadGEM3-GC31-MM,ssp585
1990,3,16.235,HadGEM3-GC31-MM,ssp585
1990,9,8.254,HadGEM3-GC31-MM,ssp585
1991,3,16.178,HadGEM3-GC31-MM,ssp585
1991,9,8.368,HadGEM3-GC31-MM,ssp585
1992,3,16.224,HadGEM3-GC31-MM,ssp585
1992,9,8.046,HadGEM3-GC31-MM,ssp585
1993,3,16.438,HadGEM3-GC31-MM,ssp585
1993,9,8.566,HadGEM3-GC31-MM,ssp585
1994,3,16.572,HadGEM3-GC31-MM,ssp585
1994,9,8.257,HadGEM3-GC31-MM,ssp585
1995,3,16.728,HadGEM3-GC31-MM,ssp585
1995,9,7.727,HadGEM3-GC31-MM,ssp585
1996,3,16.521,HadGEM3-GC31-MM,ssp585
1996,9,6.996,HadGEM3-GC31-MM,ssp585
1997,3,16.241,HadGEM3-GC31-MM,ssp585
1997,9,7.27,HadGEM3-GC31-MM,ssp585
1998,3,15.697,HadGEM3-GC31-MM,ssp585
1998,9,7.489,HadGEM3-GC31-MM,ssp585
1999,3,15.561,HadGEM3-GC31-MM,ssp585
1999,9,7.661,HadGEM3-GC31-MM,ssp585
2000,3,15.681,HadGEM3-GC31-MM,ssp585
2000,9,7.448,HadGEM3-GC31-MM,ssp585
2001,3,15.799,HadGEM3-GC31-MM,ssp585
2001,9,7.266,HadGEM3-GC31-MM,ssp585
2002,3,15.799,HadGEM3-GC31-MM,ssp585
2002,9,6.695,HadGEM3-GC31-MM,ssp585
2003,3,15.713,HadGEM3-GC31-MM,ssp585
2003,9,6.774,HadGEM3-GC31-MM,ssp585
2004,3,15.681,HadGEM3-GC31-MM,ssp585
2004,9,6.282,HadGEM3-GC31-MM,ssp585
2005,3,15.554,HadGEM3-GC31-MM,ssp585
2005,9,6.635,HadGEM3-GC31-MM,ssp585
2006,3,15.444,HadGEM3-GC31-MM,ssp585
2006,9,6.369,HadGEM3-GC31-MM,ssp585
2007,3,15.158,HadGEM3-GC31-MM,ssp585
2007,9,6.69,HadGEM3-GC31-MM,ssp585
2008,3,15.341,HadGEM3-GC31-MM,ssp585
2008,9,6.467,HadGEM3-GC31-MM,ssp585
2009,3,15.535,HadGEM3-GC31-MM,ssp585
2009,9,6.906,HadGEM3-GC31-MM,ssp585
2010,3,15.56,HadGEM3-GC31-MM,ssp585
2010,9,6.66,HadGEM3-GC31-MM,ssp585
2011,3,15.509,HadGEM3-GC31-MM,ssp585
2011,9,6.583,HadGEM3-GC31-MM,ssp585
2012,3,15.284,HadGEM3-GC31-MM,ssp585
2012,9,6.667,HadGEM3-GC31-MM,ssp585
2013,3,15.042,HadGEM3-GC31-MM,ssp585
2013,9,5.611,HadGEM3-GC31-MM,ssp585
2014,3,14.699,HadGEM3-GC31-MM,ssp585
2014,9,5.138,HadGEM3-GC31-MM,ssp585
2015,3,14.653,HadGEM3-GC31-MM,ssp585
2015,9,5.346,HadGEM3-GC31-MM,ssp585
2016,3,14.531,HadGEM3-GC31-MM,ssp585
2016,9,6.395,HadGEM3-GC31-MM,ssp585
2017,3,14.024,HadGEM3-GC31-MM,ssp585
2017,9,5.235,HadGEM3-GC31-MM,ssp585
2018,3,14.367,HadGEM3-GC31-MM,ssp585
2018,9,5.304,HadGEM3-GC31-MM,ssp585
2019,3,14.483,HadGEM3-GC31-MM,ssp585
2019,9,5.781,HadGEM3-GC31-MM,ssp585
2020,3,14.222,HadGEM3-GC31-MM,ssp585
2020,9,5.067,HadGEM3-GC31-MM,ssp585
2021,3,14.328,HadGEM3-GC31-MM,ssp585
2021,9,5.764,HadGEM3-GC31-MM,ssp585
2022,3,13.974,HadGEM3-GC31-MM,ssp585
2022,9,4.947,HadGEM3-GC31-MM,ssp585
2023,3,13.895,HadGEM3-GC31-MM,ssp585
2023,9,5.514,HadGEM3-GC31-MM,ssp585
2024,3,14.05,HadGEM3-GC31-MM,ssp585
2024,9,4.687,HadGEM3-GC31-MM,ssp585
2025,3,14.048,HadGEM3-GC31-MM,ssp585
2025,9,4.252,HadGEM3-GC31-MM,ssp585
2026,3,13.812,HadGEM3-GC31-MM,ssp585
2026,9,5.366,HadGEM3-GC31-MM,ssp585
2027,3,14.129,HadGEM3-GC31-MM,ssp585
2027,9,4.281,HadGEM3-GC31-MM,ssp585
2028,3,14.341,HadGEM3-GC31-MM,ssp585
2028,9,3.232,HadGEM3-GC31-MM,ssp585
2029,3,14.479,HadGEM3-GC31-MM,ssp585
2029,9,2.154,HadGEM3-GC31-MM,ssp585
2030,3,13.797,HadGEM3-GC31-MM,ssp585
2030,9,2.829,HadGEM3-GC31-MM,ssp585
2031,3,13.98,HadGEM3-GC31-MM,ssp585
2031,9,1.325,HadGEM3-GC31-MM,ssp585
2032,3,13.316,HadGEM3-GC31-MM,ssp585
2032,9,0.787,HadGEM3-GC31-MM,ssp585
2033,3,13.663,HadGEM3-GC31-MM,ssp585
2033,9,1.097,HadGEM3-GC31-MM,ssp585
2034,3,12.815,HadGEM3-GC31-MM,ssp585
2034,9,1.013,HadGEM3-GC31-MM,ssp585
2035,3,13.043,HadGEM3-GC31-MM,ssp585
2035,9,0.919,HadGEM3-GC31-MM,ssp585
2036,3,13.555,HadGEM3-GC31-MM,ssp585
2036,9,1.656,HadGEM3-GC31-MM,ssp585
2037,3,12.869,HadGEM3-GC31-MM,ssp585
2037,9,1.678,HadGEM3-GC31-MM,ssp585
2038,3,12.678,HadGEM3-GC31-MM,ssp585
2038,9,0.461,HadGEM3-GC31-MM,ssp585
2039,3,13.236,HadGEM3-GC31-MM,ssp585
2039,9,0.286,HadGEM3-GC31-MM,ssp585
2040,3,12.826,HadGEM3-GC31-MM,ssp585
2040,9,0.07,HadGEM3-GC31-MM,ssp585
2041,3,12.553,HadGEM3-GC31-MM,ssp585
2041,9,0.597,HadGEM3-GC31-MM,ssp585
2042,3,12.55,HadGEM3-GC31-MM,ssp585
2042,9,0.217,HadGEM3-GC31-MM,ssp585
2043,3,12.474,HadGEM3-GC31-MM,ssp585
2043,9,0.121,HadGEM3-GC31-MM,ssp585
2044,3,12.536,HadGEM3-GC31-MM,ssp585
2044,9,0.209,HadGEM3-GC31-MM,ssp585
